word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
לפעמים	לִפְעָמִים	לִפְעָמִים	לפעמים	ADVERB												False	לִפְעָמִים	לִפְעָמִים
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
פוחדת	פּוֹחֶדֶת	פחד	פחד	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	פּוֹחֶדֶת	פּוֹחֶדֶת

להגיד	לְהַגִּיד	נגד	נגד	VERB						TOINFINITIVE	BINYAN_HIFIL					False	לְהַגִּיד	לְהַגִּיד
לך	לְךָ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לְךָ	לְךָ
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|אמת	הָ|אֱמֶת	אֱמֶת	אמת	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאֱמֶת	אֱמֶת

לפעמים	לִפְעָמִים	לִפְעָמִים	לפעמים	ADVERB												False	לִפְעָמִים	לִפְעָמִים
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
ה|סוף	הַ|סּוֹף	סוֹף	סוף	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַסּוֹף	סוֹף

נרדם	נִרְדָּם	רדם	רדם	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_NIFAL					False	נִרְדָּם	נִרְדָּם
ל|רגע	לְ|רֶגַע	רֶגַע	רגע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְרֶגַע	רֶגַע
באמת	בֶּאֱמֶת	אֱמֶת	אמת	ADVERB												False	בֶּאֱמֶת	בֶּאֱמֶת

עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
ה|תהום	הַ|תְּהוֹם	תְּהוֹם	תהום	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַתְּהוֹם	תְּהוֹם
,	,			PUNCTUATION												False	,	,
עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
ה|קצה	הַ|קָּצֶה	קָצֶה	קצה	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקָּצֶה	קָצֶה
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
בואי	בּוֹאִי	בוא	בוא	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	בּוֹאִי	בּוֹאִי
ניפרד	נִפָּרֵד	פרד	פרד	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_NIFAL					False	נִפָּרֵד	נִפָּרֵד
/	/			PUNCTUATION												False	/	/
חמי	חֵמִי	חֵמִי	חמי	PROPERNAME												False	חֵמִי	חֵמִי
רודנר	רוּדְנֶר	רוּדְנֶר	רודנר	PROPERNAME												False	רוּדְנֶר	רוּדְנֶר
ו|שליחי	וּ|שְׁלִיחֵי	שָׁלִיחַ	שליח	NOUN	CONJUNCTION	MASCULINE	PLURAL		CONSTRUCT							False	וּשְׁלִיחֵי	שְׁלִיחֵי
ה|בלוז	הַ|בְּלוּז	בְּלוּז	בלוז	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַבְּלוּז	בְּלוּז

בואי	בּוֹאִי	בוא	בוא	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	בּוֹאִי	בּוֹאִי
ניפרד	נִפָּרֵד	פרד	פרד	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_NIFAL					False	נִפָּרֵד	נִפָּרֵד
נעשה	נַעֲשֶׂה	עשׂי	עשׂי	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PAAL					False	נַעֲשֶׂה	נַעֲשֶׂה
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
יפה	יָפֶה	יָפֶה	יפה	ADVERB												False	יָפֶה	יָפֶה

ו|כמה	וְ|כַמָּה	כַּמָּה	כמה	QUANTIFIER	CONJUNCTION				ABSOLUTECONSTRUCT							False	וְכַמָּה	כַּמָּה
ש|פחות	שֶׁ|פָּחוֹת	פָּחוֹת	פחות	QUANTIFIER	RELATIVIZIER_SUBORDINATINGCONJUNCTION		SINGULAR		ABSOLUTECONSTRUCT							False	שֶׁפָּחוֹת	פָּחוֹת
כואב	כּוֹאֵב	כאב	כאב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	כּוֹאֵב	כּוֹאֵב
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
קצת	קְצָת	קְצָת	קצת	ADVERB												False	קְצָת	קְצָת
קשה	קָשֶׁה	קָשֶׁה	קשה	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קָשֶׁה	קָשֶׁה

בואי	בּוֹאִי	בוא	בוא	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	בּוֹאִי	בּוֹאִי
ניפרד	נִפָּרֵד	פרד	פרד	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_NIFAL					False	נִפָּרֵד	נִפָּרֵד
סוף	סוֹף	סוֹף	סוף	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	סוֹף	סוֹף
ל|אהבה	לְ|אַהֲבָה	אַהֲבָה	אהבה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	לְאַהֲבָה	אַהֲבָה

נכון	נָכוֹן	נָכוֹן	נכון	ADVERB												False	נָכוֹן	נָכוֹן
ש|זה	שֶׁ|זֶּה	זֶה	זה	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	שֶׁזֶּה	זֶה
מרגיש	מַרְגִּישׁ	רגשׁ	רגשׁ	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַרְגִּישׁ	מַרְגִּישׁ
בודד	בּוֹדֵד	בּוֹדֵד	בודד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בּוֹדֵד	בּוֹדֵד
אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל
זאת	זֹאת	זֶה	זה	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	זֹאת	זֹאת
ה|תשובה	הַ|תְּשׁוּבָה	תְּשׁוּבָה	תשובה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַתְּשׁוּבָה	תְּשׁוּבָה

הו	הוֹ	הוֹ	הו	INTERJECTION												False	הוֹ	הוֹ
מתוקה	מְתוּקָה	מָתוֹק	מתוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מְתוּקָה	מְתוּקָה
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
פישלת	פִשַּׁלְתָּ	פ\שׁל	פ\שׁל	VERB		MASCULINE	SINGULAR	PERSON_2		PAST	BINYAN_PIEL					False	פִשַּׁלְתָּ	פִשַּׁלְתָּ
ב|גדול	בְּ|גָדוֹל	גָּדוֹל	גדול	ADJECTIVE	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּגָדוֹל	גָּדוֹל

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
רוצה	רוֹצֶה	רצי	רצי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹצֶה	רוֹצֶה
לסלוח	לִסְלֹחַ	סלח	סלח	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִסְלֹחַ	לִסְלֹחַ
אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
יכול	יָכוֹל	יכל	יכל	MODAL		MASCULINE	SINGULAR	PERSON_ANY		PRESENT						False	יָכוֹל	יָכוֹל

למען	לְמַעַן	לְמַעַן	למען	PREPOSITION												False	לְמַעַן	לְמַעַן
ה|אמת	הָ|אֱמֶת	אֱמֶת	אמת	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאֱמֶת	אֱמֶת
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
מ|זמן	מִ|זְּמַן	זְמַן	זמן	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	מִזְּמַן	זְמַן
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
מת	מֵת	מות	מות	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	מֵת	מֵת

אז	אָז	אָז	אז	CONJUNCTION												False	אָז	אָז
בואי	בּוֹאִי	בוא	בוא	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	בּוֹאִי	בּוֹאִי
ניפרד	נִפָּרֵד	פרד	פרד	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_NIFAL					False	נִפָּרֵד	נִפָּרֵד
,	,			PUNCTUATION												False	,	,
בואי	בּוֹאִי	בוא	בוא	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	בּוֹאִי	בּוֹאִי
נפרד	נִפְרַד	פרד	פרד	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִפְרַד	נִפְרַד

בואי	בּוֹאִי	בוא	בוא	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	בּוֹאִי	בּוֹאִי
ניפרד	נִפָּרֵד	פרד	פרד	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_NIFAL					False	נִפָּרֵד	נִפָּרֵד
נעשה	נַעֲשֶׂה	עשׂי	עשׂי	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PAAL					False	נַעֲשֶׂה	נַעֲשֶׂה
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
יפה	יָפֶה	יָפֶה	יפה	ADVERB												False	יָפֶה	יָפֶה

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|רכוש	הָ|רְכוּשׁ	רְכוּשׁ	רכוש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָרְכוּשׁ	רְכוּשׁ
כ|בני	כִּ|בְנֵי	בַּר	בר	NOUN	PREPOSITION	MASCULINE	PLURAL		CONSTRUCT							False	כִּבְנֵי	בְּנֵי
תרבות	תַּרְבּוּת	תַּרְבּוּת	תרבות	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	תַּרְבּוּת	תַּרְבּוּת
נחלק	נְחַלֵּק	חלק	חלק	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PIEL					False	נְחַלֵּק	נְחַלֵּק
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
כוס	כּוֹס	כּוֹס	כוס	NOUN		MASCULINEFEMININE	SINGULAR		CONSTRUCT							False	כּוֹס	כּוֹס
קפה	קָפֶה	קָפֶה	קפה	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	קָפֶה	קָפֶה

ו|מה	וּ|מָה	מָה	מה	INTERROGATIVE	CONJUNCTION											False	וּמָה	מָה
אכפת	אִכְפַּת	אִכְפַּת	אכפת	ADVERB												False	אִכְפַּת	אִכְפַּת
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
ו|שכולם	וּ|שְׁכוֹלָם	שְׁכוֹל	שכול	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_3	False	וּשְׁכוֹלָם	שְׁכוֹלָם
ראו	רָאוּ	ראי	ראי	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	רָאוּ	רָאוּ

הכינו	הֵכִינוּ	כין	כין	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_HIFIL					False	הֵכִינוּ	הֵכִינוּ
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|ממחטות	הַ|מִּמְחָטוֹת	מִמְחָטָה	ממחטה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַמִּמְחָטוֹת	מִמְחָטוֹת
אולי	אוּלַי	אוּלַי	אולי	ADVERB												False	אוּלַי	אוּלַי
תבכו	תִּבְכּוּ	בכי	בכי	VERB		FEMININE	PLURAL	PERSON_2		FUTURE	BINYAN_PAAL					False	תִּבְכּוּ	תִּבְכּוּ

הו	הוֹ	הוֹ	הו	INTERJECTION												False	הוֹ	הוֹ
מתוקה	מְתוּקָה	מָתוֹק	מתוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מְתוּקָה	מְתוּקָה
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
...	...			PUNCTUATION												False	...	...

ה|חדר	הַ|חֶדֶר	חֶדֶר	חדר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחֶדֶר	חֶדֶר
מהדהד	מְהַדְהֵד	הדהד	הדהד	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְהַדְהֵד	מְהַדְהֵד
שקט	שֶׁקֶט	שֶׁקֶט	שקט	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שֶׁקֶט	שֶׁקֶט
להיפרד	לְהִפָּרֵד	פרד	פרד	VERB						TOINFINITIVE	BINYAN_NIFAL					False	לְהִפָּרֵד	לְהִפָּרֵד

ו|כל	וְ|כׇל	כֹּל	כול	QUANTIFIER	CONJUNCTION				CONSTRUCT							False	וְכׇל	כׇּל
ה|חפצים	הַ|חֲפָצִים	חֵפֶץ	חפץ	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַחֲפָצִים	חֲפָצִים
שלך	שֶׁלְּךָ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שֶׁלְּךָ	שֶׁלְּךָ
אומרים	אוֹמְרִים	אמר	אמר	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹמְרִים	אוֹמְרִים
אותך	אוֹתְךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אוֹתְךָ	אוֹתְךָ
כ|הד	כְּ|הֵד	הֵד	הד	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	כְּהֵד	הֵד

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
רוצה	רוֹצֶה	רצי	רצי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹצֶה	רוֹצֶה
לחשוב	לַחֲשֹׁב	חשׁב	חשׁב	VERB						TOINFINITIVE	BINYAN_PAAL					False	לַחֲשֹׁב	לַחֲשֹׁב
באמת	בֶּאֱמֶת	אֱמֶת	אמת	ADVERB												False	בֶּאֱמֶת	בֶּאֱמֶת
ש|יהיה	שֶׁ|יִּהְיֶה	היי	היי	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	שֶׁיִּהְיֶה	יִהְיֶה
לך	לְךָ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לְךָ	לְךָ
טוב	טוֹב	טוֹב	טוב	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	טוֹב	טוֹב

בשבילי	בִּשְׁבִילִי	בִּשְׁבִיל	בשביל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בִּשְׁבִילִי	בִּשְׁבִילִי
להיות	לִהְיוֹת	היי	היי	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִהְיוֹת	לִהְיוֹת
לבד	לְבַד	לְבַד	לבד	ADVERB												False	לְבַד	לְבַד
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
מרגיש	מַרְגִּישׁ	רגשׁ	רגשׁ	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַרְגִּישׁ	מַרְגִּישׁ
קרוב	קָרוֹב	קָרוֹב	קרוב	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קָרוֹב	קָרוֹב
קרוב	קָרוֹב	קָרוֹב	קרוב	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קָרוֹב	קָרוֹב

הו	הוֹ	הוֹ	הו	INTERJECTION												False	הוֹ	הוֹ
מתוקה	מְתוּקָה	מָתוֹק	מתוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מְתוּקָה	מְתוּקָה
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק
/	/			PUNCTUATION												False	/	/
שלומי	שְׁלוֹמִי	שָׁלוֹם	שלום	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שְׁלוֹמִי	שְׁלוֹמִי
ש|בן	שֶׁ|בֵּן	בֵּן	בן	PROPERNAME	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁבֵּן	בֵּן

כש|את	כְּשֶׁ|אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	כְּשֶׁאַתְּ	אַתְּ
ב|מיטה	בְּ|מִטָּה	מִטָּה	מיטה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בְּמִטָּה	מִטָּה
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
וה|זה	וְהַ|זֶּה	זֶה	זה	PRONOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR	PERSON_3								False	וְהַזֶּה	זֶה
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
אוהבים	אוֹהֲבִים	אהב	אהב	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֲבִים	אוֹהֲבִים
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק
גורם	גּוֹרֵם	גרם	גרם	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	גּוֹרֵם	גּוֹרֵם
לנו	לָנוּ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	לָנוּ	לָנוּ
להתכווץ	לְהִתְכַּוֵּץ	כוץ	כוץ	VERB						TOINFINITIVE	BINYAN_HITPAEL					False	לְהִתְכַּוֵּץ	לְהִתְכַּוֵּץ

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי

רוצה	רוֹצֶה	רצי	רצי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹצֶה	רוֹצֶה
לדבר	לְדַבֵּר	דבר	דבר	VERB						TOINFINITIVE	BINYAN_PIEL					False	לְדַבֵּר	לְדַבֵּר
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

לכי	לְכִי	הלך	הלך	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	לְכִי	לְכִי
תהיי	תִּהְיִי	היי	היי	COPULA		FEMININE	SINGULAR	PERSON_2		FUTURE						False	תִּהְיִי	תִּהְיִי
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

אל	אַל	אַל	אל	NEGATION												False	אַל	אַל
תדברי	תְּדַבְּרִי	דבר	דבר	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּדַבְּרִי	תְּדַבְּרִי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
אריק	אָרִיק	אָרִיק	אריק	PROPERNAME		MASCULINE	SINGULAR									False	אָרִיק	אָרִיק

מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
ה|סיפור	הַ|סִּפּוּר	סִפּוּר	סיפור	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַסִּפּוּר	סִפּוּר
בכלל	בִּכְלָל	כְּלָל	כלל	ADVERB												False	בִּכְלָל	בִּכְלָל
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
